Axe_Desc_first_purchase,channel_recruitment,first_purchase_discounted,customers,avg_first_basket,avg_90d_value,avg_12m_value,avg_margin_12m,repeat_rate,high_value_rate,omnichannel_rate,median_days_to_second,discount_label,first_category_display,channel_display,cohort_label,estimated_value_pool,decision,commercial_play,why_it_matters,owner,kpi
OTHERS|FRAGRANCE|MAEK UP|SKINCARE|MAEK UP|MAEK UP|MAKE UP|SKINCARE|SKINCARE|MAEK UP,store,1,1,249.75,37.39,106.34,106.34,1.0,0.0,0.0,23.0,Discounted,Mixed Basket (Others + 9 others),Store,Mixed Basket (Others + 9 others) / Store / Discounted,106.34,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|MAKE UP|SKINCARE|SKINCARE,estore,1,2,36.53,36.53,53.025000000000006,47.075,0.5,0.0,0.5,227.0,Discounted,Mixed Basket (Skincare + 3 others),Estore,Mixed Basket (Skincare + 3 others) / Estore / Discounted,106.05000000000001,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|MAKE UP|SKINCARE|MAKE UP|SKINCARE|SKINCARE|SKINCARE,store,0,1,122.85,6.99,105.99,102.99,1.0,0.0,0.0,140.0,Full Price,Mixed Basket (Make Up + 6 others),Store,Mixed Basket (Make Up + 6 others) / Store / Full Price,105.99,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAEK UP|OTHERS,store,1,1,52.0,105.99,105.99,100.99,1.0,0.0,0.0,33.0,Discounted,Mixed Basket (Make Up + 2 others),Store,Mixed Basket (Make Up + 2 others) / Store / Discounted,105.99,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAKE UP|MAKE UP|SKINCARE|MAKE UP,store,0,2,52.965,52.965,52.965,52.965,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 3 others),Store,Mixed Basket (Make Up + 3 others) / Store / Full Price,105.93,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|SKINCARE,estore,1,1,105.91,105.91,105.91,89.92999999999999,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 2 others),Estore,Mixed Basket (Make Up + 2 others) / Estore / Discounted,105.91,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|SKINCARE|SKINCARE|MAEK UP|FRAGRANCE|FRAGRANCE,store,0,1,105.87,105.87,105.87,105.87,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 5 others),Store,Mixed Basket (Skincare + 5 others) / Store / Full Price,105.87,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|HAIRCARE|SKINCARE,store,0,1,71.93,61.89,105.83,105.83,1.0,0.0,0.0,32.0,Full Price,Mixed Basket (Skincare + 6 others),Store,Mixed Basket (Skincare + 6 others) / Store / Full Price,105.83,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
HAIRCARE|HAIRCARE|MAEK UP|FRAGRANCE,store,0,1,105.8,105.8,105.8,105.8,0.0,0.0,0.0,,Full Price,Mixed Basket (Haircare + 3 others),Store,Mixed Basket (Haircare + 3 others) / Store / Full Price,105.8,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAKE UP|MAKE UP|SKINCARE|MAEK UP,store,0,1,27.96,105.6,105.6,79.19999999999999,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Full Price,105.6,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|MAEK UP|MAEK UP|SKINCARE|SKINCARE|MAKE UP,estore,0,1,105.38,105.38,105.38,105.38,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 6 others),Estore,Mixed Basket (Skincare + 6 others) / Estore / Full Price,105.38,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
HAIRCARE|MAKE UP|HAIRCARE|SKINCARE,store,0,1,127.79,105.28,105.28,105.28,0.0,0.0,0.0,,Full Price,Mixed Basket (Haircare + 3 others),Store,Mixed Basket (Haircare + 3 others) / Store / Full Price,105.28,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|FRAGRANCE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE,store,0,1,105.89,105.15,105.15,83.4,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 11 others),Store,Mixed Basket (Skincare + 11 others) / Store / Full Price,105.15,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
FRAGRANCE|MAKE UP|SKINCARE|MAKE UP,store,1,1,171.9,105.0,105.0,105.0,1.0,0.0,0.0,0.0,Discounted,Mixed Basket (Fragrance + 3 others),Store,Mixed Basket (Fragrance + 3 others) / Store / Discounted,105.0,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAKE UP|MAEK UP|MAEK UP|MAKE UP,estore,0,1,104.99,104.99,104.99,104.99,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 3 others),Estore,Mixed Basket (Make Up + 3 others) / Estore / Full Price,104.99,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|SKINCARE|SKINCARE|MAKE UP|MAEK UP|MAEK UP,store,0,1,104.96,104.96000000000001,104.96000000000001,104.96000000000001,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 6 others),Store,Mixed Basket (Skincare + 6 others) / Store / Full Price,104.96000000000001,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAEK UP|SKINCARE|SKINCARE|MAEK UP,store,0,1,104.79,104.78999999999999,104.78999999999999,104.78999999999999,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Full Price,104.78999999999999,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAKE UP|SKINCARE|FRAGRANCE|FRAGRANCE,estore,1,1,104.79,104.78999999999999,104.78999999999999,101.58999999999999,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 4 others),Estore,Mixed Basket (Make Up + 4 others) / Estore / Discounted,104.78999999999999,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAKE UP|SKINCARE|HAIRCARE|MAEK UP,store,0,1,104.0,104.75,104.75,96.5,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 3 others),Store,Mixed Basket (Make Up + 3 others) / Store / Full Price,104.75,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
FRAGRANCE|MAEK UP|OTHERS,store,1,1,104.5,104.5,104.5,76.0,0.0,0.0,0.0,,Discounted,Mixed Basket (Fragrance + 2 others),Store,Mixed Basket (Fragrance + 2 others) / Store / Discounted,104.5,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAKE UP|MAKE UP|MAEK UP|MAEK UP|MAKE UP|MAEK UP|SKINCARE|SKINCARE|MAEK UP|SKINCARE,store,1,1,175.91,71.49000000000001,104.49000000000001,101.99000000000001,1.0,0.0,0.0,73.0,Discounted,Mixed Basket (Make Up + 9 others),Store,Mixed Basket (Make Up + 9 others) / Store / Discounted,104.49000000000001,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|HAIRCARE|FRAGRANCE,estore,1,1,104.3,104.3,104.3,87.19999999999999,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 2 others),Estore,Mixed Basket (Skincare + 2 others) / Estore / Discounted,104.3,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAKE UP|MAEK UP|MAKE UP|MAEK UP,store,1,1,45.3,104.25999999999999,104.25999999999999,92.6,1.0,0.0,0.0,61.0,Discounted,Mixed Basket (Make Up + 3 others),Store,Mixed Basket (Make Up + 3 others) / Store / Discounted,104.25999999999999,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|MAEK UP|MAKE UP|MAEK UP|MAKE UP|MAKE UP|MAEK UP|MAKE UP,store,0,1,103.92,103.92,103.92,103.92,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 7 others),Store,Mixed Basket (Make Up + 7 others) / Store / Full Price,103.92,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAEK UP|MAEK UP|MAKE UP,estore,1,1,103.89,103.89,103.89,87.89,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 3 others),Estore,Mixed Basket (Make Up + 3 others) / Estore / Discounted,103.89,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
HAIRCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE,store,0,1,19.95,51.9,103.88,133.88,1.0,0.0,0.0,38.0,Full Price,Mixed Basket (Haircare + 4 others),Store,Mixed Basket (Haircare + 4 others) / Store / Full Price,103.88,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAKE UP|SKINCARE|MAKE UP,estore,0,3,19.256666666666668,34.620000000000005,34.620000000000005,34.620000000000005,0.3333333333333333,0.0,0.0,0.0,Full Price,Mixed Basket (Make Up + 2 others),Estore,Mixed Basket (Make Up + 2 others) / Estore / Full Price,103.86000000000001,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|HAIRCARE|MAKE UP|MAEK UP|SKINCARE|SKINCARE,store,1,1,103.49,103.49,103.49,98.49,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Discounted,103.49,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|MAEK UP|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|MAEK UP|MAEK UP|MAEK UP|MAEK UP,store,1,1,153.94,77.9,103.4,103.4,1.0,0.0,1.0,0.0,Discounted,Mixed Basket (Make Up + 10 others),Store,Mixed Basket (Make Up + 10 others) / Store / Discounted,103.4,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|HAIRCARE|SKINCARE|SKINCARE,store,1,1,103.33,103.33,103.33,79.68,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 7 others),Store,Mixed Basket (Skincare + 7 others) / Store / Discounted,103.33,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
OTHERS|FRAGRANCE|FRAGRANCE|MAEK UP,store,1,1,146.4,103.2,103.2,77.4,0.0,0.0,0.0,,Discounted,Mixed Basket (Others + 3 others),Store,Mixed Basket (Others + 3 others) / Store / Discounted,103.2,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
OTHERS|SKINCARE|MAKE UP|MAEK UP|MAEK UP,store,1,1,70.89,103.0,103.0,103.0,0.0,0.0,0.0,,Discounted,Mixed Basket (Others + 4 others),Store,Mixed Basket (Others + 4 others) / Store / Discounted,103.0,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|SKINCARE|MAEK UP|MAKE UP|SKINCARE,store,0,1,66.86,102.99000000000001,102.99000000000001,102.99000000000001,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Full Price,102.99000000000001,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
OTHERS|MAEK UP|SKINCARE|MAKE UP|MAEK UP|SKINCARE,store,1,1,90.78,102.98,102.98,102.98,0.0,0.0,0.0,,Discounted,Mixed Basket (Others + 5 others),Store,Mixed Basket (Others + 5 others) / Store / Discounted,102.98,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
HAIRCARE|MAEK UP|HAIRCARE|MAEK UP,estore,0,1,102.97,102.97,102.97,102.97,0.0,0.0,0.0,,Full Price,Mixed Basket (Haircare + 3 others),Estore,Mixed Basket (Haircare + 3 others) / Estore / Full Price,102.97,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAEK UP|MAKE UP|SKINCARE|MAEK UP|MAEK UP,store,0,1,102.95,102.95,102.95,102.95,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Full Price,102.95,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|FRAGRANCE|SKINCARE|SKINCARE|FRAGRANCE|FRAGRANCE|HAIRCARE,estore,0,1,329.8,68.67,102.87,58.74000000000001,1.0,0.0,0.0,160.0,Full Price,Mixed Basket (Skincare + 6 others),Estore,Mixed Basket (Skincare + 6 others) / Estore / Full Price,102.87,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAEK UP|MAKE UP|MAKE UP|MAEK UP|MAEK UP|MAEK UP,store,0,1,211.89,35.0,102.8,102.8,1.0,0.0,1.0,91.0,Full Price,Mixed Basket (Skincare + 6 others),Store,Mixed Basket (Skincare + 6 others) / Store / Full Price,102.8,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|FRAGRANCE|SKINCARE,store,1,1,95.29,102.75,102.75,68.5,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 2 others),Store,Mixed Basket (Make Up + 2 others) / Store / Discounted,102.75,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAKE UP|SKINCARE|MAKE UP|MAEK UP|MAKE UP|MAEK UP|SKINCARE|MAEK UP|MAEK UP,store,0,1,191.86,102.4,102.4,102.4,1.0,0.0,0.0,50.0,Full Price,Mixed Basket (Make Up + 8 others),Store,Mixed Basket (Make Up + 8 others) / Store / Full Price,102.4,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAKE UP|SKINCARE|MAEK UP|MAEK UP|MAKE UP|MAEK UP|MAEK UP|MAEK UP,store,1,1,102.32,102.32,102.32,89.72,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 7 others),Store,Mixed Basket (Make Up + 7 others) / Store / Discounted,102.32,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|MAKE UP|SKINCARE|SKINCARE|MAEK UP|MAEK UP|MAEK UP,store,1,1,71.22,102.0,102.0,102.0,1.0,0.0,0.0,3.0,Discounted,Mixed Basket (Make Up + 6 others),Store,Mixed Basket (Make Up + 6 others) / Store / Discounted,102.0,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAKE UP|MAKE UP|MAKE UP|SKINCARE|MAEK UP,estore,0,1,121.88,102.0,102.0,102.0,1.0,0.0,1.0,18.0,Full Price,Mixed Basket (Make Up + 4 others),Estore,Mixed Basket (Make Up + 4 others) / Estore / Full Price,102.0,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
HAIRCARE|FRAGRANCE|SKINCARE,store,0,1,42.97,42.97,101.96,101.96,1.0,0.0,0.0,170.0,Full Price,Mixed Basket (Haircare + 2 others),Store,Mixed Basket (Haircare + 2 others) / Store / Full Price,101.96,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|HAIRCARE|MAEK UP,estore,1,1,39.0,56.75,101.95,75.9,1.0,0.0,1.0,6.0,Discounted,Mixed Basket (Skincare + 2 others),Estore,Mixed Basket (Skincare + 2 others) / Estore / Discounted,101.95,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|MAKE UP|SKINCARE|SKINCARE|SKINCARE,store,0,1,98.98,17.0,101.9,101.9,1.0,0.0,0.0,93.0,Full Price,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Full Price,101.9,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
FRAGRANCE|MAKE UP|FRAGRANCE|MAEK UP,store,1,1,188.74,51.99,101.89,88.89,1.0,0.0,0.0,275.0,Discounted,Mixed Basket (Fragrance + 3 others),Store,Mixed Basket (Fragrance + 3 others) / Store / Discounted,101.89,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
NOT SPECIFIED|SKINCARE|SKINCARE,store,0,2,21.485,50.434999999999995,50.434999999999995,50.434999999999995,0.5,0.0,0.5,34.0,Full Price,Mixed Basket (Not Specified + 2 others),Store,Mixed Basket (Not Specified + 2 others) / Store / Full Price,100.86999999999999,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
NOT SPECIFIED|MAEK UP|SKINCARE|MAEK UP|MAEK UP|MAKE UP,store,0,1,82.87,100.86,100.86,100.86,1.0,0.0,0.0,13.0,Full Price,Mixed Basket (Not Specified + 5 others),Store,Mixed Basket (Not Specified + 5 others) / Store / Full Price,100.86,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAKE UP|MAEK UP|SKINCARE|MAEK UP|MAEK UP|MAEK UP,store,0,1,149.87,15.99,100.63999999999999,92.89999999999999,1.0,0.0,0.0,97.0,Full Price,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Full Price,100.63999999999999,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|FRAGRANCE|OTHERS,store,1,1,78.8,100.0,100.0,200.0,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 2 others),Store,Mixed Basket (Skincare + 2 others) / Store / Discounted,100.0,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
HAIRCARE|MAKE UP|SKINCARE|SKINCARE|SKINCARE,store,1,1,99.99,99.99000000000001,99.99000000000001,94.99000000000001,0.0,0.0,0.0,,Discounted,Mixed Basket (Haircare + 4 others),Store,Mixed Basket (Haircare + 4 others) / Store / Discounted,99.99000000000001,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|MAKE UP|MAKE UP|FRAGRANCE,store,0,1,99.99,99.99,99.99,99.99,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 3 others),Store,Mixed Basket (Make Up + 3 others) / Store / Full Price,99.99,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAEK UP|MAEK UP|MAEK UP|MAEK UP|SKINCARE|SKINCARE|SKINCARE,store,0,1,208.87,99.97,99.97,99.97,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 8 others),Store,Mixed Basket (Make Up + 8 others) / Store / Full Price,99.97,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAKE UP|MAKE UP|SKINCARE|FRAGRANCE,store,0,1,99.97,99.97,99.97,99.97,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Full Price,99.97,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAEK UP|MAKE UP|MAEK UP,store,1,1,99.88,99.88,99.88,79.78,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Discounted,99.88,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
NOT SPECIFIED|MAKE UP|MAEK UP|MAKE UP|MAEK UP,estore,0,1,99.88,99.88,99.88,99.88,0.0,0.0,0.0,,Full Price,Mixed Basket (Not Specified + 4 others),Estore,Mixed Basket (Not Specified + 4 others) / Estore / Full Price,99.88,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAEK UP|MAEK UP|SKINCARE|MAKE UP,store,0,1,73.95,99.75,99.75,66.5,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Full Price,99.75,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
NOT SPECIFIED|MAEK UP|MAEK UP|MAEK UP|MAKE UP,estore,1,1,99.31,99.31,99.31,81.73,0.0,0.0,0.0,,Discounted,Mixed Basket (Not Specified + 4 others),Estore,Mixed Basket (Not Specified + 4 others) / Estore / Discounted,99.31,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
NOT SPECIFIED|SKINCARE|FRAGRANCE,store,1,1,99.24,99.24,99.24,75.49,0.0,0.0,0.0,,Discounted,Mixed Basket (Not Specified + 2 others),Store,Mixed Basket (Not Specified + 2 others) / Store / Discounted,99.24,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|SKINCARE|MAKE UP|MAEK UP,store,1,1,99.1,99.1,99.1,88.3,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 3 others),Store,Mixed Basket (Make Up + 3 others) / Store / Discounted,99.1,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
FRAGRANCE|HAIRCARE|SKINCARE|SKINCARE|SKINCARE,store,1,1,99.08,99.08,99.08,97.28,0.0,0.0,0.0,,Discounted,Mixed Basket (Fragrance + 4 others),Store,Mixed Basket (Fragrance + 4 others) / Store / Discounted,99.08,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
FRAGRANCE|MAEK UP|FRAGRANCE,store,0,1,210.99,85.08,99.07,66.28,1.0,0.0,1.0,159.0,Full Price,Mixed Basket (Fragrance + 2 others),Store,Mixed Basket (Fragrance + 2 others) / Store / Full Price,99.07,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
FRAGRANCE|SKINCARE|MAEK UP,estore,0,1,149.89,99.0,99.0,57.0,0.0,0.0,0.0,,Full Price,Mixed Basket (Fragrance + 2 others),Estore,Mixed Basket (Fragrance + 2 others) / Estore / Full Price,99.0,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
